X,Y,OBJECTID,Inventory_Date,Species,DBH,Condition,TreeHeight,CrownWidthNS,CrownWidthEW,CollectedBy,Notes,CrownBaseHeight,GlobalID,StaffReview,created_user,created_date,last_edited_user,last_edited_date,UserID,Structural_Value,Carbon_Storage_lb,Carbon_Storage_value,Carbon_Sequestration_lb,Carbon_Sequestration_value,Stormwater_ft,Stormwater_value,Pollution_Removal_value,Pollution_Removal_oz,Total_Annual_Benefits,Family,Genus,Common_name,Genus_species,Functional_type,Size,Native,Edible,Nuisance,Origin,Species_factoid,PropertyID
-13655519.6972161,5706934.89887219,470369,2019/06/05 00:00:00+00,QURU,4.1,Fair,22,17,18,staff,,6,{5B3AF648-C07D-40C3-8B39-45DD0F3F0E52},N,staff,2019/06/05 18:13:36+00,PKJOSHUA,2024/08/20 21:52:30+00,15303,368.83,42.7,2.77,5,0.32,10.8,0.72,1.32,2.9,2.36,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,238
-13655612.9620873,5707038.66011729,470370,2019/06/05 00:00:00+00,ACPL,38.8,Poor,63,47,46,staff,,13,{E2F589A6-945B-4700-A07F-5A082923F8FC},N,brydavis,2019/06/05 18:14:05+00,PKJOSHUA,2024/08/20 21:52:30+00,15304,5608.15,8139.3,527.95,30.1,1.95,96.8,6.47,11.76,26,20.18,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655437.9687612,5707012.67621172,470371,2019/06/05 00:00:00+00,ACPL,40.6,Fair,83,60,74,staff,,6,{8FEE16FB-C72F-4039-96D9-9ED151767D78},N,staff,2019/06/05 18:18:45+00,PKJOSHUA,2024/08/20 21:52:30+00,15305,17991.78,8990.2,583.14,95.6,6.2,195.4,13.06,23.73,52.6,42.99,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655613.9168817,5706988.34189477,470372,2019/06/05 00:00:00+00,ACPL,27.1,Fair,67,46,50,staff,,9,{FF15C2A1-C789-492D-9571-D8B64A347B63},N,brydavis,2019/06/05 18:27:35+00,PKJOSHUA,2024/08/20 21:52:30+00,15306,8916.13,3623,235,57.2,3.71,101.2,6.77,12.3,27.2,22.77,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655572.8035628,5706909.48806289,470373,2019/06/05 00:00:00+00,ACPL,26.4,Fair,60,50,58,staff,,5,{DB3D76D6-5551-4B21-B78D-C61884823D69},N,staff,2019/06/05 18:27:57+00,PKJOSHUA,2024/08/20 21:52:30+00,15307,8469.42,3414,221.45,55.3,3.59,126.9,8.48,15.41,34.1,27.48,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655602.5297631,5706963.91964539,470374,2019/06/05 00:00:00+00,ACPL,38.4,Fair,74,56,52,staff,,5,{D86DDB3C-E2D6-40DD-B8BA-266F14C2AE34},N,brydavis,2019/06/05 18:33:02+00,PKJOSHUA,2024/08/20 21:52:30+00,15308,16560.56,7956.6,516.1,89.3,5.79,130.6,8.73,15.86,35.1,30.38,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655595.6566679,5706949.2210401,470375,2019/06/05 00:00:00+00,ACPL,32.9,Fair,74,56,54,staff,,5,{4F8E1B4E-B31E-4636-A365-9B7BE0BDF9A3},N,brydavis,2019/06/05 18:36:11+00,PKJOSHUA,2024/08/20 21:52:30+00,15309,12767.03,5616.7,364.32,73.3,4.76,132.9,8.89,16.14,35.8,29.78,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655612.4674338,5707024.89232963,470769,2019/06/05 00:00:00+00,ACPL,27.5,Fair,76,63,50,staff,,9,{2097ECE3-BFB1-449C-B309-B096BE9413DA},N,brydavis,2019/06/05 18:18:04+00,PKJOSHUA,2024/08/20 21:52:30+00,15310,9176.64,3745,242.91,58.3,3.78,134.9,9.02,16.38,36.3,29.18,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655614.1590511,5707005.53484382,470770,2019/06/05 00:00:00+00,ACPL,31.9,Fair,76,50,52,staff,,6,{CBE5BB3A-2E08-4CE8-8494-FD8F88AA6DA5},N,brydavis,2019/06/05 18:21:23+00,PKJOSHUA,2024/08/20 21:52:30+00,15311,12044.22,5238.1,339.76,70.5,4.57,116.5,7.79,14.15,31.3,26.5,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655608.3640516,5706975.25749087,470771,2019/06/05 00:00:00+00,ACPL,27.1,Fair,74,41,52,staff,,5,{B7655E44-4D79-41F6-9ACC-11013DA27D36},N,brydavis,2019/06/05 18:30:10+00,PKJOSHUA,2024/08/20 21:52:30+00,15312,8916.13,3623,235,57.2,3.71,96.8,6.47,11.76,26,21.94,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655438.3781269,5706977.80429322,470772,2019/06/05 00:00:00+00,ACPL,41.1,Fair,80,52,84,staff,,8,{3B3F5334-347B-46B4-95AB-40FEE7637882},N,staff,2019/06/05 18:31:18+00,PKJOSHUA,2024/08/20 21:52:30+00,15313,18310.19,9234.9,599.01,97.1,6.3,195.4,13.06,23.73,52.6,43.09,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655542.5236397,5706898.54079607,471169,2019/06/05 00:00:00+00,CRMO,20.2,Fair,41,42,37,staff,,4,{C7893170-5BFA-4740-B3D3-DD0E55AF5C96},N,staff,2019/06/05 18:18:35+00,PKJOSHUA,2024/08/20 21:52:30+00,15314,4237.98,1819.3,118.01,41.9,2.72,49.8,3.33,6.05,13.4,12.09,Rosaceae,Crataegus,"English hawthorn, common hawthorn",Crataegus monogyna,BD,S,No,,Yes,"Europe - England, and from the Pyrenees north to Scandinavia and east to Greece and Asia Minor","Sharp thorns on a tree 15' to 30'. Malodorous scented white flowers and small red ""haws"" or fruits. Tends to defoliate early and remain almost leafless through much of the summer.",238
-13655581.4910672,5706921.1402253,471170,2019/06/05 00:00:00+00,ACPL,32.2,Fair,63,51,50,staff,,7,{29F782EF-ECB6-4FF7-8F2C-3557B3E7E1C5},N,staff,2019/06/05 18:29:15+00,PKJOSHUA,2024/08/20 21:52:30+00,15315,12262.13,5350.5,347.05,71.3,4.63,114.2,7.63,13.87,30.7,26.13,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655439.0574963,5706993.02801888,471171,2019/06/05 00:00:00+00,ACPL,26.7,Fair,69,40,74,staff,,6,{2E786DEB-F783-4E80-B496-D55114DE649D},N,staff,2019/06/05 18:29:17+00,PKJOSHUA,2024/08/20 21:52:30+00,15316,8659.43,3503.3,227.24,56.1,3.64,137.3,9.18,16.68,36.9,29.5,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655587.7775791,5706935.38421153,471172,2019/06/05 00:00:00+00,ACPL,28.4,Fair,73,29,43,staff,,6,{B21CBF1D-FCEA-476C-8CEE-D6B51F37CB2F},N,staff,2019/06/05 18:36:41+00,PKJOSHUA,2024/08/20 21:52:30+00,15317,9776.76,4027.8,261.26,60.7,3.94,60.8,4.06,7.38,16.3,15.38,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655439.4135485,5706943.36686761,471173,2019/06/05 00:00:00+00,ACPL,29.8,Fair,53,45,61,staff,,9,{EA041E1E-F65A-4788-9CB4-6B79AC42E61A},N,staff,2019/06/05 18:42:24+00,PKJOSHUA,2024/08/20 21:52:30+00,15318,10748.67,4490.1,291.24,64.6,4.19,122.3,8.17,14.85,32.9,27.21,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655571.0410213,5706894.13273236,471569,2019/06/05 00:00:00+00,PRCE,10.3,Fair,36,25,28,staff,,4,{797B95E5-A702-4F48-892C-4097F11730E3},N,staff,2019/06/05 19:35:03+00,PKJOSHUA,2024/08/20 21:52:30+00,15319,1230.34,425.6,27.61,19.3,1.25,26.1,1.75,3.17,7,6.18,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655575.8244291,5706895.70896926,471570,2019/06/05 00:00:00+00,PRCE,8.6,Fair,32,27,25,staff,,4,{DC7B2E7A-B068-49FF-9A09-D0EFE027365E},N,brydavis,2019/06/05 19:41:34+00,PKJOSHUA,2024/08/20 21:52:30+00,15320,910.3,274.3,17.79,15,0.97,34.3,2.29,4.16,9.2,7.42,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655592.501987,5706927.93581368,471571,2019/06/05 00:00:00+00,PRCE,9.3,Fair,34,16,31,staff,,6,{D837C615-4D90-4FCE-8DD8-38738084B2A3},N,brydavis,2019/06/05 20:03:37+00,PKJOSHUA,2024/08/20 21:52:30+00,15462,1035.11,331.9,21.53,16.7,1.09,30.6,2.05,3.72,8.2,6.86,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655612.7895075,5706965.82020775,471572,2019/06/05 00:00:00+00,PISY,18.1,Fair,78,17,29,staff,,24,{63E4DD2D-536C-489C-909C-4858024C4294},N,brydavis,2019/06/05 20:18:05+00,PKJOSHUA,2024/08/20 21:52:30+00,15463,1678.82,820.3,53.21,18.2,1.18,22.7,1.52,2.75,6.1,5.45,Pinaceae,Pinus,Scots pine,Pinus sylvestris,CE,L,No,,,,,238
-13655627.2459164,5706984.46340602,471573,2019/06/05 00:00:00+00,PISY,21.4,Fair,53,32,18,staff,,7,{3F60759D-6374-47BE-8E28-466735013B02},N,brydavis,2019/06/05 20:34:49+00,PKJOSHUA,2024/08/20 21:52:30+00,15464,2346.83,1193.6,77.42,22.6,1.47,26.8,1.79,3.25,7.2,6.51,Pinaceae,Pinus,Scots pine,Pinus sylvestris,CE,L,No,,,,,238
-13655628.7072479,5707022.9229631,471574,2019/06/05 00:00:00+00,PRCE,17.6,Fair,43,28,38,staff,,4,{12C1D246-69C2-4DD6-A911-232FC58E6107},N,brydavis,2019/06/05 21:07:42+00,PKJOSHUA,2024/08/20 21:52:30+00,15465,3259.04,1570.5,101.87,41.5,2.69,41.4,2.77,5.03,11.1,10.5,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655628.3999449,5707048.07182844,471575,2019/06/05 00:00:00+00,PRCE,12.7,Poor,30,17,21,staff,,3,{B7EA328B-BC9A-43E4-BE7D-57D011B83B6F},N,brydavis,2019/06/05 21:34:55+00,PKJOSHUA,2024/08/20 21:52:30+00,15466,593.39,709.1,46,8.6,0.56,14.5,0.97,1.76,3.9,3.29,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655440.9897678,5706885.46955405,471576,2019/06/05 00:00:00+00,GYDI,2.6,Fair,17,10,9,staff,,8,{82ECE2B6-7ADC-4F53-830B-551F7DA8DE8A},N,brydavis,2019/06/05 21:54:56+00,PKJOSHUA,2024/08/20 21:52:30+00,15467,108.75,13.5,0.88,2.4,0.16,3,0.2,0.37,0.8,0.73,Fabaceae,Gymnocladus,Kentucky coffeetree,Gymnocladus dioica,BD,L,No,No,,"North America - Western New York and Ontario, Canada across the Midwest to the edge of the prairies","Compound leaves are 2’ long, with bipinnate leaflets 2” to 2 ½” long, turning yellow in fall.",
-13655447.1946452,5706875.52198518,471577,2019/06/05 00:00:00+00,ULPU,7.5,Fair,25,10,10,staff,,0,{E0045A20-4706-4E71-B96A-933D957BCC00},N,brydavis,2019/06/05 22:01:12+00,PKJOSHUA,2024/08/20 21:52:30+00,15468,413.55,143.9,9.33,8.9,0.58,4.4,0.3,0.54,1.2,1.41,Ulmaceae,Ulmus,Siberian elm,Ulmus pumila,BD,L,No,,Yes,"Asia - eastern Siberia, Korea, northern China, Mongolia, Tibet, and the Himalayas, including India in the state of Kashmir","Resistant to Dutch elm disease, and cross bred with other elm species to produce resistant hybrid trees.",
-13655571.9107287,5706898.64427139,471969,2019/06/05 00:00:00+00,PISY,19.1,Fair,68,24,26,staff,,19,{F5E456D8-CC2D-4915-A0E1-4231C3A0EC78},N,staff,2019/06/05 19:36:19+00,PKJOSHUA,2024/08/20 21:52:30+00,15469,1869.46,929.3,60.28,19.5,1.27,26.8,1.79,3.25,7.2,6.31,Pinaceae,Pinus,Scots pine,Pinus sylvestris,CE,L,No,,,,,238
-13655581.2946782,5706908.68963483,471970,2019/06/05 00:00:00+00,PRCE,6.5,Fair,24,15,19,staff,,6,{E9B3F083-CC69-40D1-B307-3B23E8C18511},N,brydavis,2019/06/05 19:54:22+00,PKJOSHUA,2024/08/20 21:52:30+00,15470,594.44,138.6,8.99,10.1,0.65,13.9,0.93,1.68,3.7,3.26,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655585.3434044,5706910.56736739,471971,2019/06/05 00:00:00+00,PRCE,9.7,Fair,31,31,25,staff,,6,{F41DFF68-01B4-417D-ADA8-F76B4CCEE197},N,brydavis,2019/06/05 19:57:15+00,PKJOSHUA,2024/08/20 21:52:30+00,15471,1110.81,367.7,23.85,17.8,1.15,38,2.54,4.62,10.2,8.31,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655597.2549203,5706931.28042841,471972,2019/06/05 00:00:00+00,PRCE,12.4,Fair,44,22,33,staff,,6,{E4A09C3C-E5A0-49E1-9DC0-BE010FCFDBC3},N,brydavis,2019/06/05 20:05:38+00,PKJOSHUA,2024/08/20 21:52:30+00,15472,1705.17,669,43.39,25.2,1.63,28.1,1.88,3.42,7.6,6.93,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655602.8879416,5706940.25808827,471973,2019/06/05 00:00:00+00,PRCE,9,Fair,33,24,18,staff,,4,{7094920D-28EF-4AB0-8A9E-79CAC81A252F},N,brydavis,2019/06/05 20:10:06+00,PKJOSHUA,2024/08/20 21:52:30+00,15512,980.42,306.4,19.87,16,1.04,27.8,1.86,3.37,7.5,6.26,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655621.7161285,5706976.64276248,471974,2019/06/05 00:00:00+00,PISY,11.9,Fair,43,21,18,staff,,5,{F76B5C90-5178-4279-83FB-69F3EA18BE86},N,brydavis,2019/06/05 20:23:57+00,PKJOSHUA,2024/08/20 21:52:30+00,15513,725.62,312.6,20.27,10.2,0.66,16.3,1.09,1.98,4.4,3.73,Pinaceae,Pinus,Scots pine,Pinus sylvestris,CE,L,No,,,,,238
-13655621.0051339,5706985.01637044,471975,2019/06/05 00:00:00+00,PRCE,10.5,Fair,26,17,16,staff,,10,{D338B151-E59C-4F04-8416-13E28B0B6D70},N,brydavis,2019/06/05 20:30:34+00,PKJOSHUA,2024/08/20 21:52:30+00,15514,1271.77,446.1,28.93,19.9,1.29,16.3,1.09,1.97,4.4,4.35,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655628.8233463,5706999.93617873,471976,2019/06/05 00:00:00+00,PRCE,19,Fair,35,40,31,staff,,4,{E7B700E6-1563-4D79-9674-8E0E3CB3AE91},N,brydavis,2019/06/05 20:44:42+00,PKJOSHUA,2024/08/20 21:52:30+00,15515,3769.43,1892.5,122.75,46.4,3.01,46.9,3.13,5.7,12.6,11.84,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655622.8219086,5707000.47625385,471977,2019/06/05 00:00:00+00,PRCE,9.6,Poor,25,14,24,staff,,10,{498EAD5A-C6CC-4930-9D3B-E81879AFB29C},N,brydavis,2019/06/05 20:47:12+00,PKJOSHUA,2024/08/20 21:52:30+00,15516,363.86,358.6,23.26,5.8,0.37,20.8,1.39,2.52,5.6,4.28,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655626.8427837,5707004.43734501,471978,2019/06/05 00:00:00+00,PISY,11.6,Fair,66,25,24,staff,,36,{BC0CE42D-9A4E-4875-BF40-13C33673866A},N,brydavis,2019/06/05 20:49:50+00,PKJOSHUA,2024/08/20 21:52:30+00,15517,689.49,300.3,19.48,9.8,0.64,22.1,1.48,2.68,5.9,4.8,Pinaceae,Pinus,Scots pine,Pinus sylvestris,CE,L,No,,,,,238
-13655622.131608,5707017.44328633,471979,2019/06/05 00:00:00+00,PRCE,13.5,Fair,33,17,32,staff,,5,{2CDB862A-91A4-45F2-9CEC-AE91D1AA2258},N,brydavis,2019/06/05 20:56:23+00,PKJOSHUA,2024/08/20 21:52:30+00,15518,1988.95,822.9,53.38,28.4,1.85,24.1,1.61,2.93,6.5,6.38,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655621.4661721,5707021.04416879,471980,2019/06/05 00:00:00+00,PISY,18.4,Fair,65,20,25,staff,,30,{685AF13F-6226-4971-936D-315113316280},N,brydavis,2019/06/05 21:02:47+00,PKJOSHUA,2024/08/20 21:52:30+00,15519,1734.93,850.3,55.16,18.6,1.21,21.7,1.45,2.64,5.8,5.29,Pinaceae,Pinus,Scots pine,Pinus sylvestris,CE,L,No,,,,,238
-13655624.3058293,5707044.05489433,471981,2019/06/05 00:00:00+00,PRCE,15.5,Fair,56,33,27,staff,,3,{28541026-676B-438D-B661-9521DA888837},N,brydavis,2019/06/05 21:32:29+00,PKJOSHUA,2024/08/20 21:52:30+00,15520,2566.67,1152.3,74.74,34.7,2.25,34.6,2.31,4.2,9.3,8.77,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655476.2494204,5706880.24966966,471982,2019/06/05 00:00:00+00,PSME,18.3,Fair,43,31,36,staff,,5,{F3F6FDA7-B309-4E2B-B01C-2B60F14F4013},N,brydavis,2019/06/05 22:07:32+00,PKJOSHUA,2024/08/20 21:52:30+00,15521,2533.24,750.9,48.71,15,0.97,71.3,4.77,8.66,19.2,14.4,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,
-13655458.5211354,5706881.136076,471983,2019/06/05 00:00:00+00,PSME,8.6,Fair,27,15,19,staff,,6,{AAC7A300-0C78-49D3-AF54-B0FDBA017B37},N,brydavis,2019/06/05 22:09:21+00,PKJOSHUA,2024/08/20 21:52:30+00,15522,527.44,127.3,8.26,4.2,0.27,27.9,1.86,3.38,7.5,5.52,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,
-13655473.1131238,5706926.39347945,471984,2019/06/05 00:00:00+00,QURU,3.7,Fair,23,10,12,staff,,5,{E02BDE02-B663-4C85-93E0-F419F0CE4A81},N,brydavis,2019/06/05 22:17:52+00,PKJOSHUA,2024/08/20 21:52:30+00,15523,326.65,33.3,2.16,4.3,0.28,4.6,0.31,0.56,1.2,1.15,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,238
-13655439.0734675,5706928.41706581,472369,2019/06/05 00:00:00+00,ACPL,32.6,Fair,56,60,72,staff,,2,{AA4C1935-6096-45CA-ADD0-D142E5A3B97D},N,staff,2019/06/05 19:37:18+00,PKJOSHUA,2024/08/20 21:52:30+00,15524,12551.26,5501.1,356.82,72.5,4.7,189.6,12.67,23.02,51,40.4,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,238
-13655437.8226557,5706912.68437072,472370,2019/06/05 00:00:00+00,ACPL,29.2,Fair,58,36,45,staff,,6,{37014661-71D8-4258-B6CB-BE4B5DDB5882},N,staff,2019/06/05 19:40:40+00,PKJOSHUA,2024/08/20 21:52:30+00,15493,10326.41,4288,278.13,62.9,4.08,75.5,5.05,9.17,20.3,18.3,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,
-13655577.074561,5706900.70983319,472371,2019/06/05 00:00:00+00,PRCE,6.8,Fair,17,13,19,staff,,4,{340AC5CD-8154-4784-B145-803029577854},N,brydavis,2019/06/05 19:44:47+00,PKJOSHUA,2024/08/20 21:52:30+00,15494,634.19,154.8,10.04,10.7,0.7,14.3,0.96,1.74,3.8,3.39,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655590.6244108,5706923.94571914,472372,2019/06/05 00:00:00+00,PRCE,7.8,Fair,25,16,19,staff,,6,{2B8A13E9-8918-490A-B948-07498AC37F29},N,brydavis,2019/06/05 20:01:26+00,PKJOSHUA,2024/08/20 21:52:30+00,15495,779.61,216.2,14.02,13,0.85,17.3,1.16,2.11,4.7,4.11,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655602.8292891,5706947.76884772,472373,2019/06/05 00:00:00+00,PRCE,12.3,Fair,29,16,13,staff,,8,{D307BBD9-AFB6-46CA-BABE-B7E887AB5DE7},N,brydavis,2019/06/05 20:12:00+00,PKJOSHUA,2024/08/20 21:52:30+00,15496,1680.56,655.9,42.54,24.9,1.62,8.4,0.56,1.03,2.3,3.21,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655606.8193502,5706953.63666405,472374,2019/06/05 00:00:00+00,PRCE,10,Poor,24,16,23,staff,,9,{045611BA-4D9C-4303-ADBF-C268151C2A43},N,brydavis,2019/06/05 20:14:11+00,PKJOSHUA,2024/08/20 21:52:30+00,15497,389.89,396.1,25.69,6.1,0.4,23.3,1.56,2.84,6.3,4.79,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655612.0786175,5706957.76264179,472375,2019/06/05 00:00:00+00,PRCE,11.2,Fair,24,24,17,staff,,6,{C11BB5DC-12D4-4A04-8BFF-D089A9145704},N,brydavis,2019/06/05 20:15:47+00,PKJOSHUA,2024/08/20 21:52:30+00,15498,1423.08,522,33.86,21.8,1.41,16.9,1.13,2.05,4.5,4.59,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
-13655617.0553802,5706968.11112185,472376,2019/06/05 00:00:00+00,PRCE,13.4,Fair,34,29,29,staff,,4,{DE3FB146-93B7-464C-91BD-8FEF214B064C},N,brydavis,2019/06/05 20:20:29+00,PKJOSHUA,2024/08/20 21:52:30+00,15499,1962.15,808.2,52.42,28.1,1.83,32,2.14,3.89,8.6,7.85,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,238
